run,bioProject,bioSample,tissue,additional_info,condition_treatment,source,species,breed,gender,development_stage
ERR2353157,PRJEB25226,SAMEA103887157,ascending colon,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353158,PRJEB25226,SAMEA103887157,ascending colon,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353159,PRJEB25226,SAMEA103886465,duodenum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353160,PRJEB25226,SAMEA103886465,duodenum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353161,PRJEB25226,SAMEA103886465,duodenum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353162,PRJEB25226,SAMEA103886465,duodenum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353163,PRJEB25226,SAMEA103886465,duodenum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353164,PRJEB25226,SAMEA103886465,duodenum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353165,PRJEB25226,SAMEA103886465,duodenum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353166,PRJEB25226,SAMEA103886465,duodenum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353167,PRJEB25226,SAMEA103886465,duodenum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353168,PRJEB25226,SAMEA103886337,fallopian tube,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353169,PRJEB25226,SAMEA103886337,fallopian tube,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353170,PRJEB25226,SAMEA103886337,fallopian tube,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353171,PRJEB25226,SAMEA103886337,fallopian tube,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353172,PRJEB25226,SAMEA103886337,fallopian tube,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353173,PRJEB25226,SAMEA103886337,fallopian tube,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353174,PRJEB25226,SAMEA103886337,fallopian tube,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353175,PRJEB25226,SAMEA103886337,fallopian tube,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353176,PRJEB25226,SAMEA103886337,fallopian tube,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Female-Reproductive,
ERR2353177,PRJEB25226,SAMEA103886939,ileum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353178,PRJEB25226,SAMEA103886939,ileum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353179,PRJEB25226,SAMEA103886939,ileum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353180,PRJEB25226,SAMEA103886939,ileum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353181,PRJEB25226,SAMEA103886939,ileum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353182,PRJEB25226,SAMEA103886939,ileum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353183,PRJEB25226,SAMEA103886939,ileum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353184,PRJEB25226,SAMEA103886939,ileum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353185,PRJEB25226,SAMEA103886939,ileum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353186,PRJEB25226,SAMEA103886939,ileum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353187,PRJEB25226,SAMEA103886939,ileum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353188,PRJEB25226,SAMEA103886939,ileum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353189,PRJEB25226,SAMEA103886939,ileum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353190,PRJEB25226,SAMEA103886939,ileum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353191,PRJEB25226,SAMEA103886939,ileum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353192,PRJEB25226,SAMEA103886939,ileum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353193,PRJEB25226,SAMEA103886939,ileum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353194,PRJEB25226,SAMEA103886939,ileum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353195,PRJEB25226,SAMEA103886939,ileum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353196,PRJEB25226,SAMEA103886939,ileum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353197,PRJEB25226,SAMEA103886939,ileum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353198,PRJEB25226,SAMEA103886939,ileum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353199,PRJEB25226,SAMEA103886939,ileum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353200,PRJEB25226,SAMEA103887050,jejunum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353201,PRJEB25226,SAMEA103887050,jejunum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353202,PRJEB25226,SAMEA103887050,jejunum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353203,PRJEB25226,SAMEA103887050,jejunum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353204,PRJEB25226,SAMEA103887050,jejunum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353205,PRJEB25226,SAMEA103887050,jejunum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353206,PRJEB25226,SAMEA103887050,jejunum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353207,PRJEB25226,SAMEA103887050,jejunum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353208,PRJEB25226,SAMEA103887050,jejunum,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353209,PRJEB25226,SAMEA103887153,cortex of kidney,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353210,PRJEB25226,SAMEA103887153,cortex of kidney,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353211,PRJEB25226,SAMEA103887153,cortex of kidney,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353212,PRJEB25226,SAMEA103887153,cortex of kidney,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353213,PRJEB25226,SAMEA103887153,cortex of kidney,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353214,PRJEB25226,SAMEA103887153,cortex of kidney,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353215,PRJEB25226,SAMEA103887153,cortex of kidney,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353216,PRJEB25226,SAMEA103887153,cortex of kidney,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353217,PRJEB25226,SAMEA103887153,cortex of kidney,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353218,PRJEB25226,SAMEA103887199,renal medulla,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353219,PRJEB25226,SAMEA103887199,renal medulla,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353220,PRJEB25226,SAMEA103887199,renal medulla,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353221,PRJEB25226,SAMEA103887199,renal medulla,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353222,PRJEB25226,SAMEA103887199,renal medulla,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353223,PRJEB25226,SAMEA103887199,renal medulla,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353224,PRJEB25226,SAMEA103887199,renal medulla,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353225,PRJEB25226,SAMEA103887199,renal medulla,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353226,PRJEB25226,SAMEA103887199,renal medulla,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353227,PRJEB25226,SAMEA103887199,renal medulla,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353228,PRJEB25226,SAMEA103887199,renal medulla,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353229,PRJEB25226,SAMEA103887199,renal medulla,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353230,PRJEB25226,SAMEA103887199,renal medulla,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353231,PRJEB25226,SAMEA103887199,renal medulla,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353232,PRJEB25226,SAMEA103887199,renal medulla,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353233,PRJEB25226,SAMEA103887199,renal medulla,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353234,PRJEB25226,SAMEA103887199,renal medulla,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353235,PRJEB25226,SAMEA103887199,renal medulla,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353236,PRJEB25226,SAMEA103887199,renal medulla,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353237,PRJEB25226,SAMEA103887199,renal medulla,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353238,PRJEB25226,SAMEA103887199,renal medulla,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353239,PRJEB25226,SAMEA103887199,renal medulla,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353240,PRJEB25226,SAMEA103887199,renal medulla,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Kidney,
ERR2353241,PRJEB25226,SAMEA103886932,liver,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353242,PRJEB25226,SAMEA103886932,liver,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353243,PRJEB25226,SAMEA103886932,liver,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353244,PRJEB25226,SAMEA103886932,liver,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353245,PRJEB25226,SAMEA103886932,liver,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353246,PRJEB25226,SAMEA103886932,liver,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353247,PRJEB25226,SAMEA103886932,liver,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353248,PRJEB25226,SAMEA103886932,liver,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353249,PRJEB25226,SAMEA103886932,liver,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353250,PRJEB25226,SAMEA103886932,liver,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353251,PRJEB25226,SAMEA103886932,liver,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353252,PRJEB25226,SAMEA103886932,liver,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353253,PRJEB25226,SAMEA103886932,liver,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353254,PRJEB25226,SAMEA103886932,liver,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353256,PRJEB25226,SAMEA103886932,liver,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353257,PRJEB25226,SAMEA103886932,liver,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353258,PRJEB25226,SAMEA103886932,liver,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353259,PRJEB25226,SAMEA103886932,liver,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353260,PRJEB25226,SAMEA103886932,liver,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353261,PRJEB25226,SAMEA103886932,liver,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353262,PRJEB25226,SAMEA103886932,liver,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353263,PRJEB25226,SAMEA103886932,liver,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Endocrine,
ERR2353264,PRJEB25226,SAMEA104381190,longissimus thoracis muscle,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Muscle,
ERR2353265,PRJEB25226,SAMEA104381190,longissimus thoracis muscle,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Muscle,
ERR2353266,PRJEB25226,SAMEA104381190,longissimus thoracis muscle,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Muscle,
ERR2353267,PRJEB25226,SAMEA104381190,longissimus thoracis muscle,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Muscle,
ERR2353268,PRJEB25226,SAMEA104381190,longissimus thoracis muscle,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Muscle,
ERR2353269,PRJEB25226,SAMEA104381190,longissimus thoracis muscle,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Muscle,
ERR2353270,PRJEB25226,SAMEA104381190,longissimus thoracis muscle,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Muscle,
ERR2353271,PRJEB25226,SAMEA104381190,longissimus thoracis muscle,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Muscle,
ERR2353272,PRJEB25226,SAMEA104381190,longissimus thoracis muscle,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Muscle,
ERR2353273,PRJEB25226,SAMEA104381190,longissimus thoracis muscle,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Muscle,
ERR2353274,PRJEB25226,SAMEA104381190,longissimus thoracis muscle,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Muscle,
ERR2353275,PRJEB25226,SAMEA104381190,longissimus thoracis muscle,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Muscle,
ERR2353276,PRJEB25226,SAMEA104381190,longissimus thoracis muscle,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Muscle,
ERR2353277,PRJEB25226,SAMEA104381190,longissimus thoracis muscle,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Muscle,
ERR2353278,PRJEB25226,SAMEA104381190,longissimus thoracis muscle,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Muscle,
ERR2353279,PRJEB25226,SAMEA104381190,longissimus thoracis muscle,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Muscle,
ERR2353280,PRJEB25226,SAMEA104381190,longissimus thoracis muscle,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Muscle,
ERR2353281,PRJEB25226,SAMEA104381190,longissimus thoracis muscle,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Muscle,
ERR2353282,PRJEB25226,SAMEA104381190,longissimus thoracis muscle,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Muscle,
ERR2353283,PRJEB25226,SAMEA104381190,longissimus thoracis muscle,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Muscle,
ERR2353284,PRJEB25226,SAMEA104381190,longissimus thoracis muscle,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Muscle,
ERR2353285,PRJEB25226,SAMEA104381190,longissimus thoracis muscle,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Muscle,
ERR2353286,PRJEB25226,SAMEA104381190,longissimus thoracis muscle,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Muscle,
ERR2353287,PRJEB25226,SAMEA103887122,lung parenchyma,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Respiratory,
ERR2353288,PRJEB25226,SAMEA103887122,lung parenchyma,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Respiratory,
ERR2353289,PRJEB25226,SAMEA103887122,lung parenchyma,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Respiratory,
ERR2353290,PRJEB25226,SAMEA103887122,lung parenchyma,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Respiratory,
ERR2353291,PRJEB25226,SAMEA103887122,lung parenchyma,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Respiratory,
ERR2353292,PRJEB25226,SAMEA103887122,lung parenchyma,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Respiratory,
ERR2353293,PRJEB25226,SAMEA103887122,lung parenchyma,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Respiratory,
ERR2353294,PRJEB25226,SAMEA103887122,lung parenchyma,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Respiratory,
ERR2353295,PRJEB25226,SAMEA103887122,lung parenchyma,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Respiratory,
ERR2353296,PRJEB25226,SAMEA103887122,lung parenchyma,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Respiratory,
ERR2353297,PRJEB25226,SAMEA103887122,lung parenchyma,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Respiratory,
ERR2353298,PRJEB25226,SAMEA103887122,lung parenchyma,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Respiratory,
ERR2353299,PRJEB25226,SAMEA103887122,lung parenchyma,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Respiratory,
ERR2353300,PRJEB25226,SAMEA103887122,lung parenchyma,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Respiratory,
ERR2353301,PRJEB25226,SAMEA103887122,lung parenchyma,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Respiratory,
ERR2353302,PRJEB25226,SAMEA103887122,lung parenchyma,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Respiratory,
ERR2353303,PRJEB25226,SAMEA103887122,lung parenchyma,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Respiratory,
ERR2353304,PRJEB25226,SAMEA103887122,lung parenchyma,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Respiratory,
ERR2353305,PRJEB25226,SAMEA103887122,lung parenchyma,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Respiratory,
ERR2353306,PRJEB25226,SAMEA103887122,lung parenchyma,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Respiratory,
ERR2353307,PRJEB25226,SAMEA103887122,lung parenchyma,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Respiratory,
ERR2353308,PRJEB25226,SAMEA103887122,lung parenchyma,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Respiratory,
ERR2353309,PRJEB25226,SAMEA103887122,lung parenchyma,normal,River Buffalo,Mediterranean,FEMALE,ADULT,Respiratory,
ERR2353310,PRJEB25226,SAMEA103886806,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353311,PRJEB25226,SAMEA103886806,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353312,PRJEB25226,SAMEA103886806,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353313,PRJEB25226,SAMEA103886806,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353314,PRJEB25226,SAMEA103886806,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353315,PRJEB25226,SAMEA103886806,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353316,PRJEB25226,SAMEA103886806,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353317,PRJEB25226,SAMEA103886806,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353318,PRJEB25226,SAMEA103886806,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353319,PRJEB25226,SAMEA103886806,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353320,PRJEB25226,SAMEA103886806,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353321,PRJEB25226,SAMEA103886806,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353322,PRJEB25226,SAMEA103886806,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353323,PRJEB25226,SAMEA103886806,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353324,PRJEB25226,SAMEA103886806,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353325,PRJEB25226,SAMEA103886806,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353326,PRJEB25226,SAMEA103886806,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353327,PRJEB25226,SAMEA103886806,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353328,PRJEB25226,SAMEA103886806,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353329,PRJEB25226,SAMEA103886806,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353330,PRJEB25226,SAMEA103886806,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353331,PRJEB25226,SAMEA103886806,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353332,PRJEB25226,SAMEA103886806,heart,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Cardiovascular,
ERR2353342,PRJEB25226,SAMEA103886942,mesenteric lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353343,PRJEB25226,SAMEA103886942,mesenteric lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353344,PRJEB25226,SAMEA103886942,mesenteric lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353345,PRJEB25226,SAMEA103886942,mesenteric lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353346,PRJEB25226,SAMEA103886942,mesenteric lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353347,PRJEB25226,SAMEA103886942,mesenteric lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353348,PRJEB25226,SAMEA103886942,mesenteric lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353349,PRJEB25226,SAMEA103886942,mesenteric lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353350,PRJEB25226,SAMEA103886942,mesenteric lymph node,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Blood/immune,
ERR2353351,PRJEB25226,SAMEA103886969,occipital cortex,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353352,PRJEB25226,SAMEA103886969,occipital cortex,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353353,PRJEB25226,SAMEA103886969,occipital cortex,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353354,PRJEB25226,SAMEA103886969,occipital cortex,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353355,PRJEB25226,SAMEA103886969,occipital cortex,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353356,PRJEB25226,SAMEA103886969,occipital cortex,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353357,PRJEB25226,SAMEA103886969,occipital cortex,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353358,PRJEB25226,SAMEA103886969,occipital cortex,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353359,PRJEB25226,SAMEA103886969,occipital cortex,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353360,PRJEB25226,SAMEA103886969,occipital cortex,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353361,PRJEB25226,SAMEA103886969,occipital cortex,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353362,PRJEB25226,SAMEA103886969,occipital cortex,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353363,PRJEB25226,SAMEA103886969,occipital cortex,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353364,PRJEB25226,SAMEA103886969,occipital cortex,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353365,PRJEB25226,SAMEA103886969,occipital cortex,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353366,PRJEB25226,SAMEA103886969,occipital cortex,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353367,PRJEB25226,SAMEA103886969,occipital cortex,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353368,PRJEB25226,SAMEA103886969,occipital cortex,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353369,PRJEB25226,SAMEA103886969,occipital cortex,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353370,PRJEB25226,SAMEA103886969,occipital cortex,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353371,PRJEB25226,SAMEA103886969,occipital cortex,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353372,PRJEB25226,SAMEA103886969,occipital cortex,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353373,PRJEB25226,SAMEA103886969,occipital cortex,normal,River Buffalo, Mediterranean,FEMALE,ADULT,CNS,
ERR2353374,PRJEB25226,SAMEA103886612,omasum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353375,PRJEB25226,SAMEA103886612,omasum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353376,PRJEB25226,SAMEA103886612,omasum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353377,PRJEB25226,SAMEA103886612,omasum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
ERR2353379,PRJEB25226,SAMEA103886612,omasum,normal,River Buffalo, Mediterranean,FEMALE,ADULT,Alimentary canal,
